matrix,type,procs,time,comp,comm,speedup,eff,flops,mem,imb,min,max
10K,opt,1,0.000600815,8.10623e-05,0.000419617,0,0,0,0,0,0,0
20K,opt,2,0.000171661,2.38419e-05,0.000119209,0,0,0,0,0,0,0
40K,opt,4,0.000686646,7.62939e-05,0.000510216,0,0,0,0,0,0,0
80K,opt,8,0.00023365,2.38419e-05,0.000181198,0,0,0,0,0,0,0
160K,opt,16,0.000305176,1.90735e-05,0.000257492,0,0,0,0,0,0,0
320K,opt,32,0.000462532,2.38419e-05,0.000424385,0,0,0,0,0,0,0
640K,opt,64,0.000824928,2.86102e-05,0.000767708,0,0,0,0,0,0,0
